Content,Author,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Tweets Count,Author Following Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
"RT @atr_bpn: Halo #SobATRBPN, Pemerintah menetapkan hari libur nasional, cuti bersama dan mudik nih.

Jangan lupa tetap patuhi prokes, jaga…",@kantahpontianak,2022-04-11 07:55:38,in,,0.0,82.0,,Kantah Kota Pontianak,,1650.0,456.0,611.0,0.0,False,,
"RT @amirulchaqarif: Uwis oleh ngucapke sugeng rawuh durung

Soale wonge wis vaksin Booster , gari nunggu Mudik Gedawang ki for
@psisfcoffic…",@ForzaPSIS,2022-04-11 07:55:36,in,,0.0,1.0,,ForzaPSIS,"Podo Semarange Isih Sedulur ☆PSIS☆ Panser Snex Isih Sedulur ★PSIS★
IG: forzapsis1932",75570.0,874.0,18595.0,11.0,False,,
"RT @forever_lulu: Masyarakat berbondong2 vaksin karena vaksin jd salah satu syarat mudik. 
Bagusnya cakupan vaksin jadi meningkat, herd imm…",@8sidoel,2022-04-11 07:55:26,in,,0.0,1127.0,,Mr. 0,Pahlawan Bertopeng,94996.0,452.0,773.0,5.0,False,,
RT @hrdbacot: Marhaban ya mudik gratis,@arhcha,2022-04-11 07:55:20,in,,0.0,53.0,,pecinta cha time 🧋,they said I am a wonder woman ✨💕,63072.0,369.0,1257.0,11.0,False,,
gimana mau mudik papa mama sy satu kampung😭 https://t.co/38h76SbTIq,@Ayaa_song,2022-04-11 07:55:18,in,,0.0,0.0,,Ayaa,"Atiny addict #Ateez 
my biasミ
M•I•N•G•I half Wooyoung ヘ。□°",101.0,16.0,0.0,0.0,False,,
"RT @forever_lulu: Masyarakat berbondong2 vaksin karena vaksin jd salah satu syarat mudik. 
Bagusnya cakupan vaksin jadi meningkat, herd imm…",@naamatchalatte,2022-04-11 07:55:12,in,,0.0,1127.0,,naa,"sukses dunia akhirat! Aamiin:) | maaf apabila salah2 kata, karena kesempurnaan hanya milik Allah ta'ala",16624.0,254.0,345.0,1.0,False,,
"J-line gemes banget..
4 anak rantau ini pasti seneng banget karna bntar lagi bakalan mudik ke Jepang bareng 12 member Treasure lainnya 😃😃
#TREASURE_1STCONCERT #TREASURE https://t.co/7iqQrJ3gCV",@HerlinahPaujiah,2022-04-11 07:55:02,in,,2.0,0.0,,xxxhpjh,✿YG Family✿,316.0,24.0,10.0,0.0,False,,
"Jadi ingat mbah. Ketika musim panen tiba, selipané aktif terus sampai malam. Setiap kali mudik membawa oleh-oleh, beras dan palawija.

Ingin pindah desa, tetapi kemampuan yang dimiliki berkaitan dengan laptop. HVFT! https://t.co/gKvqRQm4wN",@muldirun,2022-04-11 07:54:57,in,,0.0,0.0,,Muldirun,Kolom curhat harian.,9717.0,49.0,273.0,1.0,False,,
"Persiapan menyambut mudik 2022, Tim Basarnas menyiagakan 5 helikopter dan 140 personel untuk mencegah Brexit tahun 2016 berulang kembali.
https://t.co/qmCRjeR9qu",@detik_jateng,2022-04-11 07:54:33,in,,0.0,0.0,,Detik jateng,https://t.co/5ZZ6b2P501,4020.0,2.0,197.0,0.0,False,,
"RT @LahrianSyahilla: Mantul! Para pemudik dimanjakan Pertamina saat kehabisan BBM, cukup telepon ke call centre 135!

Pertamina Kerahkan Ra…",@EtiZonanda,2022-04-11 07:54:06,in,,0.0,10.0,,Eti Zonanda,,989.0,32.0,31.0,0.0,False,,
"Pemerintah memprediksi, jumlah pemudik mencapai 85 juta orang. Untuk itu, masyarakat diminta memenuhi persyaratan mudik dan memperketat protokol kesehatan untuk mengantisipasi lonjakan jumlah kasus Covid-19 pasca mudik. https://t.co/DYoit0ekZS https://t.co/SV2zFsuKu7",@CNNIDdaily,2022-04-11 07:54:00,in,,1.0,1.0,,CNN Indonesia Daily,Akun resmi program-program buletin CNN Indonesia TV. ✉ socmed@cnn.id. Follow [@]cnnindonesiatv on IG!,115916.0,63.0,201245.0,371.0,True,,
"Permudah Warga Mudik, Pemkot Bandung Buka Layanan Vaksin Booster di 22 Puskesmas {EntryUrl}}",@beritaindo,2022-04-11 07:53:55,in,,0.0,0.0,,Berita Indonesia BeritaIndo,Pelopor berita terupdate di Indonesia,19454.0,36.0,725.0,13.0,False,,
"RT @LahrianSyahilla: Mantul! Para pemudik dimanjakan Pertamina saat kehabisan BBM, cukup telepon ke call centre 135!

Pertamina Kerahkan Ra…",@SharaTitiek,2022-04-11 07:53:38,in,,0.0,10.0,,Shara Titiek,,1022.0,39.0,39.0,0.0,False,,
8 Tips meninggalkan hewan peliharaan saat mudik Lebaran https://t.co/ACbNEPaNiU,@DaryaniDina,2022-04-11 07:53:29,in,,0.0,0.0,,Dina Daryani,Indonesia maju,8616.0,18.0,3.0,0.0,False,,
@tolakbigotnkri @jokowi @NinjaHots @Mr_Bugs79 Gaskeuuuunnn yg mau Mudik ..... https://t.co/hftS7tCzJE,@WarHasNotEndYet,2022-04-11 07:53:07,in,,0.0,0.0,@tolakbigotnkri,🇮🇩🎛️🎶🎸🎼 Love Us Or Hate Us 🎼 🎸🎶🎛️🇮🇩,"Manusia Bodoh yang akan tetap Bodoh..🙏
Panceg Dina Galur (NKRI Lemah Cai,Sunda JatiDiri Abdi) 🙏🌹❤️🇮🇩💖🌹🙏",164832.0,5265.0,7783.0,2.0,False,,
"Jasa Marga Prediksi 2,5 Juta Mobil Bakal Mudik Lewat Jalan Tol https://t.co/qpFuVpZk8t",@merdekadotcom,2022-04-11 07:53:04,in,,0.0,0.0,,Merdeka.com,"Let's Be Smart, part of Kapanlagi Youniverse Website : https://t.co/lUNKzHZZqv",713245.0,61.0,397689.0,688.0,True,,
"RT @BMC_SURABAYA: Mudik gratis 2022 Jasa Raharja dengan Bus &amp; Kereta Api.
(Keberangkatan dari Jakarta) https://t.co/bh5byD5ZUn",@raachaan,2022-04-11 07:53:01,in,,0.0,134.0,,raa 😷,"the warmest hello to the coldest goodbye, forever. remember. • btsarmy? follow @raa9293",52283.0,691.0,620.0,0.0,False,,
"Pasokan Vaksin Jatim Aman, Warga Diminta Booster Sebelum Mudik  https://t.co/3Zzd0vgVCw",@BisniscomJatim,2022-04-11 07:52:24,in,,0.0,0.0,,Bisnis Indonesia Jatim,"Akun resmi Bisnis Indonesia Jatim. Berita, Analisis serta Navigasi Bisnis & Investasi dari Harian Bisnis Indonesia. 

IG: bisniscom.jatim
FB: surabayabisniscom",74902.0,14.0,2815.0,13.0,False,,
"RT @tolakbigotnkri: Menjelang mudik Lebaran 2022, Menteri PUPR Basuki Hadimuljono mempromosikan Lintas Pantai Selatan (Pansela) Jawa sebaga…",@WarHasNotEndYet,2022-04-11 07:52:14,in,,0.0,9.0,,🇮🇩🎛️🎶🎸🎼 Love Us Or Hate Us 🎼 🎸🎶🎛️🇮🇩,"Manusia Bodoh yang akan tetap Bodoh..🙏
Panceg Dina Galur (NKRI Lemah Cai,Sunda JatiDiri Abdi) 🙏🌹❤️🇮🇩💖🌹🙏",164832.0,5265.0,7783.0,2.0,False,,
"Lha nek nurutin maumu tok trus adekku wis sebulan gak pulang disuruh ngalah lagi? Km yo tau sendiri cowomu nek sering pulang kampung dimarahi sama ibu e, km rela to cowomu dimarahi terus2an sama ibu e demi nurutin maumu yg pengen dikasih kejutan pas ultahmu?",@missfitria_22,2022-04-11 07:52:12,in,,0.0,0.0,,Marki dugong🐈,"Don't expect too much

@adittiyasantori ♥ 
| ig : fitria_handayani22",13891.0,292.0,654.0,0.0,False,,
"RT @LahrianSyahilla: Mantul! Para pemudik dimanjakan Pertamina saat kehabisan BBM, cukup telepon ke call centre 135!

Pertamina Kerahkan Ra…",@RahmaliaAmaliya,2022-04-11 07:52:02,in,,0.0,10.0,,Rahmalia Amaliya,,1060.0,27.0,26.0,0.0,False,,
"RT @forever_lulu: Masyarakat berbondong2 vaksin karena vaksin jd salah satu syarat mudik. 
Bagusnya cakupan vaksin jadi meningkat, herd imm…",@tikitakatikaa,2022-04-11 07:51:47,in,,0.0,1127.0,,circlepic🍑,"positive fell in love to ‘sun in aquarius with moon in capricorn’ man | maunya sih gak julit, tapi sulit 🥰",2141.0,68.0,17.0,0.0,False,,
"Arus Mudik Lebaran 2022, Jasa Marga Akan Fungsionalkan Tol Japek II Selatan Secara Situasional https://t.co/78QAGPoTfO 
#Ramadhan #Lebaran2022 #Mudik2022",@intimeID,2022-04-11 07:51:37,in,,0.0,0.0,,intime.ID,Indonesia dalam Waktu,274.0,181.0,8.0,2.0,False,,
Manajemen Rekayasa Lalu Lintas Mudik Lebaran 2022 Dilakukan dan Diputuskan Korlantas https://t.co/q6vWq3wg5i,@wjtodaycom,2022-04-11 07:50:56,in,,0.0,0.0,,West Java Today,"Media pemberdayaan, referensi terpercaya, dan inspiratif.",10033.0,30.0,34.0,0.0,False,,
Pemkab Karawang Perbaiki Jalan Kabupaten Jalur Mudik Lebaran 2022 https://t.co/SwVXqYFr6i,@wjtodaycom,2022-04-11 07:50:55,in,,0.0,0.0,,West Java Today,"Media pemberdayaan, referensi terpercaya, dan inspiratif.",10033.0,30.0,34.0,0.0,False,,
"31.Kanwil Kemenkumham Jatim, Wisnu Nugroho Dewanto : ARUS MUDIK PMI MULAI TERLIHAT DIBANDARA JUANDA @Kemenkumham_RI @Kemenkumham_Jtm #KumhamPasti #KumhamJatim https://t.co/HpiSqOQNC7",@Rutan_Gresik,2022-04-11 07:50:41,in,,0.0,0.0,,Rutan Gresik,"Twitter resmi Rutan Kelas IIB Gresik, jika ada kritik, saran, pengaduan, keluhan silahkan dituangkan disini.",3274.0,184.0,863.0,1.0,False,,
"RT @LahrianSyahilla: Mantul! Para pemudik dimanjakan Pertamina saat kehabisan BBM, cukup telepon ke call centre 135!

Pertamina Kerahkan Ra…",@JuwitaLaras,2022-04-11 07:50:18,in,,0.0,10.0,,Laras Juwita,,1076.0,27.0,26.0,0.0,False,,
@decocoacc mokemane bundd mudik??,@larasfal,2022-04-11 07:49:49,in,,0.0,0.0,@decocoacc,laras,fansnya mawang,23624.0,344.0,374.0,1.0,False,,
Web Pendaftaran Mudik Gratis Kemenhub Down  https://t.co/RpJd4HBDs6,@suaradotcom,2022-04-11 07:49:31,in,,0.0,0.0,,suaradotcom,"Indonesian news portal, independent, impartial and most credible.",574409.0,40.0,28486.0,116.0,True,,
@LahrianSyahilla Alhamdulillah klo gini mudik tenang,@FauziaSyifa10,2022-04-11 07:49:28,in,,0.0,0.0,@LahrianSyahilla,Fauzia Syifa,,1114.0,41.0,40.0,0.0,False,,
"RT @LahrianSyahilla: Mantul! Para pemudik dimanjakan Pertamina saat kehabisan BBM, cukup telepon ke call centre 135!

Pertamina Kerahkan Ra…",@FauziaSyifa10,2022-04-11 07:49:20,in,,0.0,10.0,,Fauzia Syifa,,1114.0,41.0,40.0,0.0,False,,
"RT @__Sridiana_3va: Assalamualaikum sahabat

Mohon doa utk TS saya yg mendadak harus dirawat krn stroke, semoga sehat &amp; bisa bekerja kembal…",@KurniaAlamsya14,2022-04-11 07:49:11,in,,0.0,164.0,,@Jun Permana,berani Jujur itu Baik,5585.0,2908.0,209.0,0.0,False,,
"RT @GarwonemojanG: Malam, om @RMursit8 @BisKota_ @ayonaikbiscom @TerminalBisBYL @SukaFotoBis @BMC_SURABAYA ngopi dlu Monggo bareng tim raya…",@SukaFotoBis,2022-04-11 07:48:56,in,,0.0,3.0,,Cerita Ngebis,🗒 Bus & Photography Enthusiast 📍 Kartasura 📱 #sukafotobis 🔖 IG at-sukafotobis,83262.0,449.0,19070.0,34.0,False,,
"Puncak Mudik Lebaran Diprediksi 29 April, Arus Balik 8 Mei https://t.co/leXReoBuTG",@20detik,2022-04-11 07:48:53,in,,0.0,0.0,,20DETIK,Akun resmi 20detik | Follow FB: 20detik | Contact:  redaksitv@detik.com,207514.0,10.0,85257.0,115.0,False,,
"Cowomu kan kerja, pulang kampung juga gantian sama adekku. Lha kalo cowomu km suruh pulang tiap minggu trus adekku piye? Gaoleh mulih ngono? Sing nugasi kerja ya bos e cowomu, bos e kan ayahku. Ayahku waktune pulang buat berobatin ibukku sing lagi stroke",@missfitria_22,2022-04-11 07:48:51,in,,0.0,0.0,,Marki dugong🐈,"Don't expect too much

@adittiyasantori ♥ 
| ig : fitria_handayani22",13891.0,292.0,654.0,0.0,False,,
Chenle mo kmn ya? Apakah doi mau mudik???! https://t.co/aiyUcApVNT,@disayanginjun,2022-04-11 07:48:48,in,,0.0,0.0,,disa🐻‍❄️,"뫄냐? 나 좋아냐?
୧⍤⃝🌹",5385.0,343.0,176.0,0.0,False,,
@AshariTanjung @XtremeMerch Ahh dulu bude saya punya usaha wartel. Kalo mudik ke kampung saya suka nemenin bude saya jagain wartel. Terus paling suka ngeliatin proses ngeprint bill nya. Jadi kangenn,@chinatsuakemi,2022-04-11 07:48:44,in,,0.0,0.0,@AshariTanjung,saal³⁹⁴⁸ - ZEE CENTER,"JKT48 (Azizi Asadel), AKB48 (岡田 奈々)
宮脇 咲良
JO1 (與那城 奨), Hey! Say! JUMP (山田涼介), なにわ男子 (西畑大吾), THE RAMPAGE (吉野北人)
TWICE (박지효, 임나연), Oh My Girl (배유빈), NMIXX (Lily)",20849.0,1697.0,869.0,1.0,False,,
"@kochengfess Tempat makanan dan minum dia ,ingat dan jangan lupa pasir cadangan itu penting banget sama kandang jangan lupa juga terus bawa kain atau selimut biar dia ga kedinginan dan jangan sampe di bikin stress selalu terlihat aman dan santai, Ini versi aku kalo ku bawa kucing aku mudik",@luvhobbiiie,2022-04-11 07:48:38,in,,0.0,0.0,@kochengfess,𝐀𝐘𝐔𝐒𝐒𝐈 ⛓️💜,#𝐂𝐘𝐁𝐄𝐑𝐅𝐀𝐍 '𝒇𝒂𝑛 𝑎𝑐𝑐𝑜𝑢𝑛𝒕' only @bts_twt ⁿᵃᵐʲᵒᵒⁿ ˢᵉᵒᵏʲⁱⁿ ʸᵒᵒⁿᵍⁱ ʰᵒˢᵉᵒᵏ ʰᵒˢᵉᵒᵏ ᵗᵃᵉʰʸᵘⁿᵍ ʲⁱᵐⁱⁿ ʲᵘⁿᵍᵏᵒᵒᵏ ᵇᵗˢ #제이홉,47297.0,2650.0,1226.0,2.0,False,,
"Engga, wong sedesa gimana mau mudik 🥺 https://t.co/4HQCbOrpf9",@eun_hwii00_,2022-04-11 07:48:36,in,,0.0,0.0,,kosongan| TNX 🏁,"+Dah mau debut gess @TNX_Official
                          +just call me ozi",374.0,140.0,100.0,0.0,False,,
"APBD Terbatas, Ganjar Tetap Sediakan Bus Mudik Gratis Meski Tak Banyak https://t.co/VutOWlzGM2",@rakyatmerdeka,2022-04-11 07:48:24,in,,0.0,0.0,,Rakyat Merdeka,"Media digital informasi dan berita aktual politik, ekonomi dan bisnis",71887.0,113.0,25451.0,207.0,False,,
700 personel gabungan bakal diterjunkan untuk mengatur keamanan dan ketertiban masyarakat (kamtibmas) saat mudik berlangsung. https://t.co/9mOFn2ZnQh,@kompascom,2022-04-11 07:48:12,in,,0.0,0.0,,Kompas.com,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",2114625.0,28.0,8435364.0,10534.0,False,,
"RT @LahrianSyahilla: Mantul! Para pemudik dimanjakan Pertamina saat kehabisan BBM, cukup telepon ke call centre 135!

Pertamina Kerahkan Ra…",@JeniferAnnas,2022-04-11 07:48:02,in,,0.0,10.0,,Jenifer Annas,,1113.0,40.0,39.0,0.0,False,,
RT @Aryprasetyo85: Gubernur Jawa Tengah @ganjarpranowo kembali mengadakan mudik gratis bagi warga perantauan di Jakarta pada 2022 ini. Namu…,@Mulyadisae3,2022-04-11 07:47:58,in,,0.0,1.0,,pejuang projo #01🇮🇩🇮🇩🇮🇩,Gerakan wajib masker demi yang tercinta,17747.0,5007.0,4318.0,0.0,False,,
"@KisisinaH @OposisiCerdas Terus pemilih jokowi kau anggap apa, heh kadal kau itu sampah dinegara ini kalau kau tak suka pindah sana ikut arab yaman pulang kampung, gk rugi kok negara ini tanpa km.",@prettymomratih,2022-04-11 07:47:55,in,,0.0,0.0,@KisisinaH,Ratih,adeline mom💕,931.0,16.0,159.0,0.0,False,,
"RT @sandra_hut: PT Jasa Raharja kembali menggelar program mudik gratis di tahun ini. Bertema “Mudik Sehat Bersama BUMN 2022”, Jasa Raharja…",@AnakLolina2,2022-04-11 07:47:49,in,,0.0,6.0,,August,"Akun @AnakLolina masih cuci otak... Masih seperti yg dulu Chelsea fans, Pancasilais anti makluk GURUN.",136129.0,3276.0,10793.0,4.0,False,,
